,comparison,ratio,p-value,Log fold change (base 2),-Log p-value (base 10)
931,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dl3,1.0,1.0,0.0,0.0
932,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dl4,1.0,1.0,0.0,0.0
933,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dl5,1.0,1.0,0.0,0.0
934,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dm1,3.5,0.2842774196011144,1.8073549220576042,1.2578046880270897
935,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dm2,2.0,1.0,1.0,0.0
936,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dm3,1.5,1.0,0.5849625007211562,0.0
937,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dm4,0.0,0.1917293233082699,-inf,1.6516706760573774
938,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dm5,3.0,0.29106766687277863,1.584962500721156,1.234199506633207
939,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dm6,3.0,0.29106766687277863,1.584962500721156,1.234199506633207
940,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dp1l,0.5,0.5802870813397141,-1.0,0.5442323300707474
941,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle dp1m,3.0,0.20899071792490953,1.584962500721156,1.5654654398460992
942,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle v,0.0,0.1917293233082699,-inf,1.6516706760573774
943,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle va1d,0.0,0.25051264524948713,-inf,1.384245879693419
944,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle va1v,0.0,0.06280319964530487,-inf,2.767749257039878
945,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle va2,3.5,0.2842774196011144,1.8073549220576042,1.2578046880270897
946,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle va3,0.0,0.0017475544656239232,-inf,6.349537916603
947,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle va4,0.6666666666666666,0.649591769130341,-0.5849625007211563,0.43141116088867865
948,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle va5,1.25,1.0,0.32192809488736235,0.0
949,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle va6,0.0,0.01563689270971179,-inf,4.158122239453263
950,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle va7l,0.5,0.5802870813397141,-1.0,0.5442323300707474
951,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle va7m,1.2,1.0,0.2630344058337938,0.0
952,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vc1,0.5,0.5802870813397141,-1.0,0.5442323300707474
953,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vc2,0.6666666666666666,0.649591769130341,-0.5849625007211563,0.43141116088867865
954,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vc3l,7.0,0.0708156502817185,2.807354922057604,2.6476752535334174
955,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vc3m,4.0,0.3761024182076819,2.0,0.9778937838331322
956,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vc4,1.5,1.0,0.5849625007211562,0.0
957,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vc5,0.3333333333333333,0.31560325876115447,-1.5849625007211563,1.1532693644580407
958,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vl1,0.0,0.08180451127819566,-inf,2.503422886793955
959,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vl2a,0.0,0.5003417634996552,-inf,0.6924638870588188
960,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vl2p,0.5,0.5802870813397141,-1.0,0.5442323300707474
961,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vm1,0.0,0.4415584415584423,-inf,0.8174448972375208
962,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vm2,1.6666666666666667,1.0,0.7369655941662062,0.0
963,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vm3,2.3333333333333335,0.498102889617572,1.222392421336448,0.6969486176397187
964,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vm4,0.6666666666666666,0.649591769130341,-0.5849625007211563,0.43141116088867865
965,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vm5d,1.0,1.0,0.0,0.0
966,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vm5v,1.25,1.0,0.32192809488736235,0.0
967,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vm7d,0.6666666666666666,0.649591769130341,-0.5849625007211563,0.43141116088867865
968,Orco -/- gamma vs. Orco +/+ alpha'/beta' shuffle vm7v,0.0,0.005672455852700997,-inf,5.172133124028796
969,Orco -/- gamma vs. Orco +/+ gamma d,0.2857142857142857,0.47832929287064385,-1.8073549220576042,0.7374558864525275
970,Orco -/- gamma vs. Orco +/+ gamma da1,0.46153846153846156,0.6090858551004891,-1.1154772174199359,0.4957960440320874
971,Orco -/- gamma vs. Orco +/+ gamma da2,0.0,1.0,-inf,0.0
972,Orco -/- gamma vs. Orco +/+ gamma da3,0.0,1.0,-inf,0.0
973,Orco -/- gamma vs. Orco +/+ gamma da4l,0.5,1.0,-1.0,0.0
974,Orco -/- gamma vs. Orco +/+ gamma da4m,0.0,0.5226833976834017,-inf,0.6487793563783755
975,Orco -/- gamma vs. Orco +/+ gamma dc1,0.6666666666666666,1.0,-0.5849625007211563,0.0
976,Orco -/- gamma vs. Orco +/+ gamma dc2,0.6666666666666666,1.0,-0.5849625007211563,0.0
977,Orco -/- gamma vs. Orco +/+ gamma dc3,1.1,0.21250709520315664,0.13750352374993502,1.548779901983747
978,Orco -/- gamma vs. Orco +/+ gamma dc4,1.5,0.37023490635876466,0.5849625007211562,0.9936175927454997
979,Orco -/- gamma vs. Orco +/+ gamma dl1,0.2,0.12545089838642368,-2.321928094887362,2.075840844884677
980,Orco -/- gamma vs. Orco +/+ gamma dl2d,0.5,1.0,-1.0,0.0
981,Orco -/- gamma vs. Orco +/+ gamma dl2v,0.75,1.0,-0.4150374992788438,0.0
982,Orco -/- gamma vs. Orco +/+ gamma dl3,0.0,0.14527027027027178,-inf,1.9291593386304875
983,Orco -/- gamma vs. Orco +/+ gamma dl4,0.0,0.38392857142857173,-inf,0.9572987556015313
984,Orco -/- gamma vs. Orco +/+ gamma dl5,1.0,0.6736992823227066,0.0,0.39497143629335524
985,Orco -/- gamma vs. Orco +/+ gamma dm1,1.0,0.3861195144310709,0.0,0.9516083345621558
986,Orco -/- gamma vs. Orco +/+ gamma dm2,1.0,0.637255306062654,0.0,0.4505849092597472
987,Orco -/- gamma vs. Orco +/+ gamma dm3,1.5,0.37023490635876466,0.5849625007211562,0.9936175927454997
988,Orco -/- gamma vs. Orco +/+ gamma dm4,0.0,0.28402509652509894,-inf,1.2586926766790338
989,Orco -/- gamma vs. Orco +/+ gamma dm5,1.0,0.531248356455174,0.0,0.6325256524797332
990,Orco -/- gamma vs. Orco +/+ gamma dm6,0.8571428571428571,0.5572599696296572,-0.22239242133644802,0.5847234161096517
991,Orco -/- gamma vs. Orco +/+ gamma dp1l,0.25,0.6473315475609125,-2.0,0.43489667746254607
992,Orco -/- gamma vs. Orco +/+ gamma dp1m,0.9,0.44115937861428733,-0.15200309344504995,0.8183490660720499
993,Orco -/- gamma vs. Orco +/+ gamma v,0.0,1.0,-inf,0.0
994,Orco -/- gamma vs. Orco +/+ gamma va1d,0.375,0.5263916941962247,-1.415037499278844,0.6417096775981243
995,Orco -/- gamma vs. Orco +/+ gamma va1v,0.8333333333333334,0.7462812647479781,-0.2630344058337938,0.29265271934324427
996,Orco -/- gamma vs. Orco +/+ gamma va2,0.7777777777777778,0.7821641961541915,-0.36257007938470825,0.24569059097069887
997,Orco -/- gamma vs. Orco +/+ gamma va3,1.2222222222222223,0.12757894821731763,0.289506617194985,2.05901990430548
998,Orco -/- gamma vs. Orco +/+ gamma va4,0.4,0.7055084717818159,-1.3219280948873622,0.3488364995660212
999,Orco -/- gamma vs. Orco +/+ gamma va5,0.7142857142857143,1.0,-0.4854268271702417,0.0
1000,Orco -/- gamma vs. Orco +/+ gamma va6,1.4,0.20744296067313717,0.48542682717024166,1.5728988654223348
1001,Orco -/- gamma vs. Orco +/+ gamma va7l,0.14285714285714285,0.1502126840257903,-2.807354922057604,1.89570309564243
1002,Orco -/- gamma vs. Orco +/+ gamma va7m,0.6,1.0,-0.7369655941662062,0.0
1003,Orco -/- gamma vs. Orco +/+ gamma vc1,0.0,0.38392857142857173,-inf,0.9572987556015313
1004,Orco -/- gamma vs. Orco +/+ gamma vc2,2.0,0.5573973323973346,1.0,0.5844769497416964
1005,Orco -/- gamma vs. Orco +/+ gamma vc3l,1.4,0.20744296067313717,0.48542682717024166,1.5728988654223348
1006,Orco -/- gamma vs. Orco +/+ gamma vc3m,0.8,0.7307506027719447,-0.3219280948873623,0.3136830501235958
1007,Orco -/- gamma vs. Orco +/+ gamma vc4,0.375,0.5263916941962247,-1.415037499278844,0.6417096775981243
1008,Orco -/- gamma vs. Orco +/+ gamma vc5,0.16666666666666666,0.2469026698928884,-2.584962500721156,1.398761069028521
1009,Orco -/- gamma vs. Orco +/+ gamma vl1,0.0,0.5226833976834017,-inf,0.6487793563783755
1010,Orco -/- gamma vs. Orco +/+ gamma vl2a,0.6666666666666666,1.0,-0.5849625007211563,0.0
1011,Orco -/- gamma vs. Orco +/+ gamma vl2p,0.25,0.6473315475609125,-2.0,0.43489667746254607
1012,Orco -/- gamma vs. Orco +/+ gamma vm1,0.0,0.5226833976834017,-inf,0.6487793563783755
1013,Orco -/- gamma vs. Orco +/+ gamma vm2,0.625,1.0,-0.6780719051126377,0.0
1014,Orco -/- gamma vs. Orco +/+ gamma vm3,3.5,0.02599648879684624,1.8073549220576042,3.649793796355369
1015,Orco -/- gamma vs. Orco +/+ gamma vm4,0.25,0.3121723529550292,-2.0,1.1641998303793217
1016,Orco -/- gamma vs. Orco +/+ gamma vm5d,0.2,0.12545089838642368,-2.321928094887362,2.075840844884677
1017,Orco -/- gamma vs. Orco +/+ gamma vm5v,0.8333333333333334,0.7462812647479781,-0.2630344058337938,0.29265271934324427
1018,Orco -/- gamma vs. Orco +/+ gamma vm7d,0.5,1.0,-1.0,0.0
1019,Orco -/- gamma vs. Orco +/+ gamma vm7v,0.0,0.29616701176334603,-inf,1.2168317548451468
1020,Orco -/- gamma vs. Orco +/+ gamma shuffle d,0.4,0.7055084717818159,-1.3219280948873622,0.3488364995660212
1021,Orco -/- gamma vs. Orco +/+ gamma shuffle da1,3.0,0.05264495820098994,1.584962500721156,2.944184805652456
1022,Orco -/- gamma vs. Orco +/+ gamma shuffle da2,0.0,0.08041822253431617,-inf,2.520514480041325
1023,Orco -/- gamma vs. Orco +/+ gamma shuffle da3,0.0,0.28402509652509894,-inf,1.2586926766790338
1024,Orco -/- gamma vs. Orco +/+ gamma shuffle da4l,0.16666666666666666,0.2469026698928884,-2.584962500721156,1.398761069028521
1025,Orco -/- gamma vs. Orco +/+ gamma shuffle da4m,0.0,0.022565988904142652,-inf,3.7913114219728787
1026,Orco -/- gamma vs. Orco +/+ gamma shuffle dc1,0.6666666666666666,1.0,-0.5849625007211563,0.0
1027,Orco -/- gamma vs. Orco +/+ gamma shuffle dc2,1.0,0.4806551260784022,0.0,0.7326052596392125
1028,Orco -/- gamma vs. Orco +/+ gamma shuffle dc3,2.2,0.011170745821231535,1.1375035237499351,4.494456898100366
1029,Orco -/- gamma vs. Orco +/+ gamma shuffle dc4,0.42857142857142855,0.7385928182251953,-1.222392421336448,0.3030085001078401
1030,Orco -/- gamma vs. Orco +/+ gamma shuffle dl1,0.4,0.7055084717818159,-1.3219280948873622,0.3488364995660212
1031,Orco -/- gamma vs. Orco +/+ gamma shuffle dl2d,1.5,0.37023490635876466,0.5849625007211562,0.9936175927454997
1032,Orco -/- gamma vs. Orco +/+ gamma shuffle dl2v,1.5,0.37023490635876466,0.5849625007211562,0.9936175927454997
1033,Orco -/- gamma vs. Orco +/+ gamma shuffle dl3,0.3333333333333333,0.7083131530029357,-1.5849625007211563,0.3448689765757822
1034,Orco -/- gamma vs. Orco +/+ gamma shuffle dl4,0.5,1.0,-1.0,0.0
1035,Orco -/- gamma vs. Orco +/+ gamma shuffle dl5,3.0,0.15697428036877847,1.584962500721156,1.8516733063608208
1036,Orco -/- gamma vs. Orco +/+ gamma shuffle dm1,0.7777777777777778,0.7821641961541915,-0.36257007938470825,0.24569059097069887
1037,Orco -/- gamma vs. Orco +/+ gamma shuffle dm2,2.0,0.5573973323973346,1.0,0.5844769497416964
1038,Orco -/- gamma vs. Orco +/+ gamma shuffle dm3,0.75,1.0,-0.4150374992788438,0.0
1039,Orco -/- gamma vs. Orco +/+ gamma shuffle dm4,0.0,0.08041822253431617,-inf,2.520514480041325
1040,Orco -/- gamma vs. Orco +/+ gamma shuffle dm5,1.5,0.17875905347605528,0.5849625007211562,1.7217164498735356
1041,Orco -/- gamma vs. Orco +/+ gamma shuffle dm6,1.0,0.531248356455174,0.0,0.6325256524797332
1042,Orco -/- gamma vs. Orco +/+ gamma shuffle dp1l,0.3333333333333333,1.0,-1.5849625007211563,0.0
1043,Orco -/- gamma vs. Orco +/+ gamma shuffle dp1m,4.5,0.0027840371268700787,2.169925001442312,5.883853200797851
1044,Orco -/- gamma vs. Orco +/+ gamma shuffle v,0.0,0.29616701176334603,-inf,1.2168317548451468
1045,Orco -/- gamma vs. Orco +/+ gamma shuffle va1d,3.0,0.15697428036877847,1.584962500721156,1.8516733063608208
1046,Orco -/- gamma vs. Orco +/+ gamma shuffle va1v,2.5,0.10461640306505332,1.3219280948873624,2.257454922580306
1047,Orco -/- gamma vs. Orco +/+ gamma shuffle va2,1.4,0.20744296067313717,0.48542682717024166,1.5728988654223348
1048,Orco -/- gamma vs. Orco +/+ gamma shuffle va3,2.2,0.011170745821231535,1.1375035237499351,4.494456898100366
1049,Orco -/- gamma vs. Orco +/+ gamma shuffle va4,0.4,0.7055084717818159,-1.3219280948873622,0.3488364995660212
1050,Orco -/- gamma vs. Orco +/+ gamma shuffle va5,1.0,0.5033263546278622,0.0,0.6865165029151535
1051,Orco -/- gamma vs. Orco +/+ gamma shuffle va6,1.0,0.3861195144310709,0.0,0.9516083345621558
1052,Orco -/- gamma vs. Orco +/+ gamma shuffle va7l,0.5,1.0,-1.0,0.0
1053,Orco -/- gamma vs. Orco +/+ gamma shuffle va7m,0.75,0.7729443912984308,-0.4150374992788438,0.2575481717942973
1054,Orco -/- gamma vs. Orco +/+ gamma shuffle vc1,0.14285714285714285,0.1502126840257903,-2.807354922057604,1.89570309564243
1055,Orco -/- gamma vs. Orco +/+ gamma shuffle vc2,0.5,1.0,-1.0,0.0
1056,Orco -/- gamma vs. Orco +/+ gamma shuffle vc3l,2.3333333333333335,0.04257342608932005,1.222392421336448,3.156525021071619
1057,Orco -/- gamma vs. Orco +/+ gamma shuffle vc3m,1.0,0.4806551260784022,0.0,0.7326052596392125
1058,Orco -/- gamma vs. Orco +/+ gamma shuffle vc4,0.6,1.0,-0.7369655941662062,0.0
1059,Orco -/- gamma vs. Orco +/+ gamma shuffle vc5,0.125,0.14956592826748372,-3.0,1.9000179916039386
1060,Orco -/- gamma vs. Orco +/+ gamma shuffle vl1,0.0,0.5226833976834017,-inf,0.6487793563783755
1061,Orco -/- gamma vs. Orco +/+ gamma shuffle vl2a,0.5,1.0,-1.0,0.0
1062,Orco -/- gamma vs. Orco +/+ gamma shuffle vl2p,0.5,1.0,-1.0,0.0
1063,Orco -/- gamma vs. Orco +/+ gamma shuffle vm1,0.0,0.08041822253431617,-inf,2.520514480041325
1064,Orco -/- gamma vs. Orco +/+ gamma shuffle vm2,1.25,0.3010187142082656,0.32192809488736235,1.2005828427165628
1065,Orco -/- gamma vs. Orco +/+ gamma shuffle vm3,2.3333333333333335,0.04257342608932005,1.222392421336448,3.156525021071619
1066,Orco -/- gamma vs. Orco +/+ gamma shuffle vm4,0.2222222222222222,0.19920024186080282,-2.1699250014423126,1.6134447196717197
1067,Orco -/- gamma vs. Orco +/+ gamma shuffle vm5d,0.25,0.3121723529550292,-2.0,1.1641998303793217
1068,Orco -/- gamma vs. Orco +/+ gamma shuffle vm5v,1.25,0.3010187142082656,0.32192809488736235,1.2005828427165628
1069,Orco -/- gamma vs. Orco +/+ gamma shuffle vm7d,0.3333333333333333,0.7083131530029357,-1.5849625007211563,0.3448689765757822
1070,Orco -/- gamma vs. Orco +/+ gamma shuffle vm7v,0.0,0.0422816969564549,-inf,3.1634009826347556
1071,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle d,1.8,0.406209254377993,0.8479969065549501,0.9008868472839714
1072,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle da1,9.0,0.018397618351977712,3.169925001442312,3.995534060137455
1073,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle da2,0.0,0.006723115986190436,-inf,5.0022035434961385
1074,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle da3,0.1111111111111111,0.018397618351977712,-3.1699250014423126,3.995534060137455
1075,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle da4l,0.2857142857142857,0.16940806453806062,-1.8073549220576042,1.7754448914152776
1076,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle da4m,0.16666666666666666,0.1182004237913766,-2.584962500721156,2.13537358864113
1077,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dc1,13.5,2.6100125247868835e-07,3.7548875021634687,15.15874063086631
1078,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dc2,1.6666666666666667,0.4346240579393924,0.7369655941662062,0.833273856181586
1079,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dc3,5.333333333333333,0.0028036898166576814,2.415037499278844,5.876818937662894
1080,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dc4,1.1428571428571428,1.0,0.19264507794239583,0.0
1081,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dl1,1.8888888888888888,0.13906055817348495,0.9175378398080271,1.972845770415359
1082,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dl2d,0.625,0.5675005031887076,-0.6780719051126377,0.5665136429508357
1083,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dl2v,0.375,0.21299463124760726,-1.415037499278844,1.5464883190006682
1084,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dl3,2.2,0.19067257370455054,1.1375035237499351,1.6571975957824268
1085,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dl4,0.4,0.1634931963849235,-1.3219280948873622,1.8109839018352727
1086,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dl5,1.375,0.6300730875737386,0.45943161863729726,0.4619194543036256
1087,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dm1,0.2727272727272727,0.04865979260325477,-1.8744691179161412,3.022902203796658
1088,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dm2,0.5,0.2151686629093828,-1.0,1.5363330797487271
1089,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dm3,0.2,0.03287254887549774,-2.321928094887362,3.415117350184084
1090,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dm4,0.2857142857142857,0.16940806453806062,-1.8073549220576042,1.7754448914152776
1091,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dm5,0.6,0.7207595066758719,-0.7369655941662062,0.3274497525736831
1092,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dm6,0.5,0.4973671120166074,-1.0,0.6984268695885341
1093,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dp1l,1.6666666666666667,0.7207595066758719,0.7369655941662062,0.3274497525736831
1094,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle dp1m,2.125,0.08493408618916455,1.0874628412503393,2.465879779911879
1095,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle v,0.0,0.05928709003607348,-inf,2.8253637026482483
1096,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle va1d,3.6666666666666665,0.04865979260325477,1.874469117916141,3.022902203796658
1097,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle va1v,1.4,0.7671156555632632,0.48542682717024166,0.2651176994606225
1098,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle va2,0.45454545454545453,0.19067257370455054,-1.137503523749935,1.6571975957824268
1099,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle va3,1.2857142857142858,0.7950069323772515,0.36257007938470837,0.22940444439443833
1100,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle va4,0.5,0.6825655182272508,-1.0,0.3818967591279128
1101,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle va5,1.4285714285714286,0.6127908722681895,0.5145731728297582,0.4897315557904006
1102,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle va6,2.75,0.10416260443105546,1.4594316186372973,2.261802096696079
1103,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle va7l,0.125,0.034772245046857234,-3.0,3.358935766543595
1104,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle va7m,0.4,0.1634931963849235,-1.3219280948873622,1.8109839018352727
1105,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vc1,0.5833333333333334,0.33420713003577457,-0.777607578663552,1.095994328411157
1106,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vc2,0.6666666666666666,0.5922915655059642,-0.5849625007211563,0.5237562560404146
1107,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vc3l,2.8,0.05093314465515242,1.4854268271702418,2.977241395339235
1108,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vc3m,0.6363636363636364,0.4587822700517357,-0.6520766965796931,0.7791795386503145
1109,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vc4,0.75,0.7825555016032225,-0.4150374992788438,0.24519043051672204
1110,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vc5,1.2,1.0,0.2630344058337938,0.0
1111,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vl1,0.2,0.21142591896461693,-2.321928094887362,1.5538806067956068
1112,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vl2a,1.75,0.536762662696392,0.8073549220576041,0.6221992510783397
1113,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vl2p,1.2857142857142858,0.7950069323772515,0.36257007938470837,0.22940444439443833
1114,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vm1,0.42857142857142855,0.33072846086529173,-1.222392421336448,1.1064576002080109
1115,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vm2,1.0,1.0,0.0,0.0
1116,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vm3,0.5,0.2821543802926211,-1.0,1.2653009099927541
1117,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vm4,1.0,1.0,0.0,0.0
1118,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vm5d,0.875,1.0,-0.19264507794239588,0.0
1119,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vm5v,1.1428571428571428,1.0,0.19264507794239583,0.0
1120,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vm7d,1.0,1.0,0.0,0.0
1121,Orco +/+ alpha/beta vs. Orco +/+ alpha/beta shuffle vm7v,0.3,0.08146933654085992,-1.7369655941662063,2.507528568293336
1122,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' d,9.0,0.45236497017246224,3.169925001442312,0.7932659688334668
1123,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' da1,1.8,0.35517976204659846,0.8479969065549501,1.0351312457074906
1124,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' da2,0.0,0.2595419847328234,-inf,1.348836798584994
1125,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' da3,0.0,1.0,-inf,0.0
1126,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' da4l,0.0,1.0,-inf,0.0
1127,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' da4m,1.0,0.4532002348796212,0.0,0.7914212315591765
1128,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dc1,9.0,0.031221044555628005,3.169925001442312,3.466662906554874
1129,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dc2,5.0,0.7304416583220135,2.321928094887362,0.3141059163852931
1130,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dc3,5.333333333333333,0.398172973728131,2.415037499278844,0.9208687607550092
1131,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dc4,2.6666666666666665,1.0,1.4150374992788437,0.0
1132,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dl1,3.4,0.795671740856722,1.765534746362977,0.2285685640505759
1133,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dl2d,0.0,0.3262210670592936,-inf,1.1201800076209953
1134,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dl2v,1.5,0.6041548768973366,0.5849625007211562,0.5039246952127796
1135,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dl3,0.0,0.06547186632717064,-inf,2.7261347503343942
1136,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dl4,0.0,0.5721503775826502,-inf,0.5583534242821631
1137,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dl5,3.6666666666666665,1.0,1.874469117916141,0.0
1138,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dm1,0.5,0.009523943194391059,-1.0,4.653946314844958
1139,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dm2,1.5,0.2838910066237223,0.5849625007211562,1.2591648939770639
1140,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dm3,1.0,0.2764307856177199,0.0,1.2857948126190644
1141,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dm4,1.0,0.2764307856177199,0.0,1.2857948126190644
1142,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dm5,0.42857142857142855,0.0030612690374426043,-1.222392421336448,5.7889257308711395
1143,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dm6,0.6,0.027649144278246225,-0.7369655941662062,3.5881604998382284
1144,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dp1l,1.6666666666666667,0.4270273791463229,0.7369655941662062,0.8509071480284821
1145,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' dp1m,1.7,0.1477193058202991,0.765534746362977,1.912441388302757
1146,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' v,0.0,1.0,-inf,0.0
1147,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' va1d,0.0,0.06547186632717064,-inf,2.7261347503343942
1148,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' va1v,0.0,0.18920362918624758,-inf,1.664931440802832
1149,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' va2,2.5,1.0,1.3219280948873624,0.0
1150,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' va3,1.8,0.35517976204659846,0.8479969065549501,1.0351312457074906
1151,Orco +/+ alpha/beta vs. Orco +/+ alpha'/beta' va4,0.0,1.0,-inf,0.0
